tale,chunk_id,text_preview,token_count,distilroberta_emotion,distilroberta_score,go_emotions_emotion,go_emotions_score,twitter_emotion_emotion,twitter_emotion_score
"""Something""",6,"I saw the people outside running and jumping about on the ice; I saw the beautiful flags waving in the wind; I heard the boys shouting, 'Hurrah!' and ...",495,fear,0.7483670115470886,neutral,0.31736207008361816,joy,0.42231473326683044
"""Something""",7,"She had dropped one little straw out of her straw bed, when she set it on fire to save the lives of so many. It had been changed into the purest gold–...",381,disgust,0.6539546251296997,neutral,0.5600723624229431,optimism,0.4256095290184021
"""Something""",8,"Thou shalt not be turned away. Thou shalt have permission to stand without the gate and reflect, and repent of thy life on earth; but thou shalt not b...",84,disgust,0.3426477611064911,neutral,0.8484077453613281,optimism,0.957261860370636
"""Something""",9,"Thou shalt have permission to stand without the gate and reflect, and repent of thy life on earth; but thou shalt not be admitted here until thou hast...",77,disgust,0.44047409296035767,neutral,0.8325542211532593,optimism,0.929110586643219
A cheerful temper,0,"From my father I received the best inheritance, namely a ""good temper."" - ""And who was my father?"" That has nothing to do with the good temper; but I ...",487,sadness,0.5039876103401184,neutral,0.29516300559043884,joy,0.3630317449569702
A cheerful temper,1,"And then what a number of subscriptions to charities, and what innocent verses! Persons seeking interviews and engagements, all so plainly and natural...",495,joy,0.49888959527015686,neutral,0.37977078557014465,joy,0.481653094291687
A cheerful temper,2,"especially at a comedy, where every one is expected to be amused. Then sometimes the public applauded too much, or too little, to please him. ""They ar...",478,sadness,0.9528810381889343,neutral,0.19803442060947418,joy,0.9070796966552734
A cheerful temper,3,"Nobody got anything by it; indeed, no one even heard what the good thing was. Now I can imagine that this same idea may prevent him from resting quiet...",492,anger,0.7701309323310852,neutral,0.6336086988449097,sadness,0.6572728753089905
A cheerful temper,4,"The great poet Goethe concludes his Faust with the words, ""may be continued;"" so might our wanderings in the churchyard be continued. I come here ofte...",229,neutral,0.4779459834098816,neutral,0.9370614886283875,anticipation,0.22661671042442322
A cheerful temper,5,"They can also read the Intelligencer, which is a paper written by the people, with their hands guided. When the time comes for the history of my life,...",68,joy,0.9417957067489624,neutral,0.9395316243171692,optimism,0.6521256566047668
A cheerful temper,6,"When the time comes for the history of my life, to be bound by the grave, then they will write upon it as my epitaph– ""The man with a cheerful temper....",45,joy,0.9791695475578308,neutral,0.9293805956840515,optimism,0.9169395565986633
A leaf from heaven,0,"High up in the thin, clear air there flew an angel bearing a flower from the garden of heaven. As he kissed it, a tiny leaf drifted down into the mudd...",505,disgust,0.8595350384712219,neutral,0.5898515582084656,joy,0.874763548374176
A leaf from heaven,1,"They had evil in their hearts, but God turned it to good. If you suffer wrong, if you are despised and misunderstood, then you must remember the words...",498,sadness,0.4082273840904236,admiration,0.3426738679409027,optimism,0.8941234350204468
A leaf from heaven,2,"But for years the King of that country had been troubled by a deep melancholy of spirit. He kept busy and laborious always, but it seemed to do him no...",451,sadness,0.9429318308830261,neutral,0.4021851122379303,sadness,0.8187152743339539
A leaf from heaven,3,"As a matter of fact, that was the pleasantest part of the whole story, for the plant had disappeared. The King remained as melancholy and sad as befor...",49,sadness,0.7850273251533508,sadness,0.723719596862793,joy,0.8386232256889343
A leaf from heaven,4,The King remained as melancholy and sad as before; but then he had always been that way-said the sentry.,26,sadness,0.9800601005554199,sadness,0.8194714784622192,sadness,0.965495228767395
A picture from the ramparts,0,"It is autumn. We stand on the ramparts, and look out over the sea. We look at the numerous ships, and at the Swedish coast on the opposite side of the...",443,sadness,0.480091392993927,neutral,0.8158891797065735,joy,0.3057589828968048
A picture from the ramparts,1,"Still the sun has shone into that heart, and the twittering of the bird has touched it. Sound on, ye glorious strains of the hunter's horn; continue y...",64,joy,0.6470460891723633,neutral,0.4841896593570709,joy,0.9469085335731506
A picture from the ramparts,2,"Sound on, ye glorious strains of the hunter's horn; continue your stirring tones, for the evening is mild, and the surface of the sea, heaving slowly ...",44,joy,0.743904709815979,neutral,0.45309382677078247,joy,0.9318300485610962
A rose from Homer's grave,0,All the songs of the east speak of the love of the nightingale for the rose in the silent starlight night. The winged songster serenades the fragrant ...,501,sadness,0.7309548258781433,neutral,0.5045571327209473,joy,0.7754641771316528
A rose from Homer's grave,1,"A drop of dew fell from the leaves upon the singer's grave. The sun rose, and the flower bloomed more beautiful than ever. The day was hot, and she wa...",148,disgust,0.4572282135486603,admiration,0.6693271994590759,joy,0.9844545125961304
A rose from Homer's grave,2,"Then footsteps approached, strangers, such as the rose had seen in her dream, came by, and among them was a poet from the north; he plucked the rose, ...",104,disgust,0.4980088174343109,neutral,0.9596217274665833,joy,0.9576767086982727
A rose from Homer's grave,3,"Like a mummy, the flower now rests in his ""Iliad,"" and, as in her dream, she hears him say, as he opens the book, ""Here is a rose from the grave of Ho...",46,disgust,0.47062745690345764,neutral,0.9655201435089111,joy,0.9394204020500183
A story,0,"In the garden all the apple-trees were in blossom. They had hastened to bring forth flowers before they got green leaves, and in the yard all the duck...",511,fear,0.6855675578117371,neutral,0.20795919001102448,joy,0.8022580146789551
A story,1,"""Well, the matter with me is,"" she said, ""that I cannot collect my thoughts, and am unable to grasp the meaning of what you said to-day in church– tha...",505,disgust,0.638972818851471,neutral,0.3767620325088501,sadness,0.8876168727874756
A story,2,"""Follow me,"" said the dead woman. ""It is thus granted to us. By my side you will be able to fly wherever your thoughts wish to go. Invisible to men, w...",480,fear,0.8698395490646362,neutral,0.8498808741569519,disgust,0.23235905170440674
A story,3,"""He is ill! That is madness– a joyless madness– besieged by fear and dreadful dreams!"" They quickly went away and came before the beds of the criminal...",492,anger,0.45728734135627747,neutral,0.5361677408218384,anger,0.9237865209579468
A story,4,"The other criminals seized him, wrestled with him, and bent him double, so that his head rested between his knees, and they tied him, so that the bloo...",362,fear,0.3710547983646393,neutral,0.7075566053390503,optimism,0.672612726688385
A story,5,"Learn to know mankind! Even in the wicked one lives a part of God– and this extinguishes and conquers the flame of hell!"" * The pastor felt a kiss on ...",80,joy,0.764941394329071,neutral,0.5262542963027954,joy,0.9568798542022705
A story,6,"Even in the wicked one lives a part of God– and this extinguishes and conquers the flame of hell!"" * The pastor felt a kiss on his lips; a gleam of li...",75,joy,0.7392239570617676,love,0.4768639802932739,joy,0.9728652238845825
A story from the sand dunes,0,"This is a story of the sand dunes of Jutland, but it doesn't begin there; no, it begins far away to the south, in Spain. The ocean is the highway betw...",511,neutral,0.3584165871143341,admiration,0.48217740654945374,joy,0.9862704873085022
A story from the sand dunes,1,"Were these not the words of the serpent, the master of lies?"" ""You surely don't doubt that there is a life after this, do you?"" asked his young wife, ...",504,disgust,0.5415478348731995,curiosity,0.27127784490585327,joy,0.9861429333686829
A story from the sand dunes,2,"Songs and the clicking of castanets came from the street, while the stars glittered high above, and two eyes full of love - his wife's eyes - gazed on...",493,joy,0.8817586302757263,joy,0.48736271262168884,joy,0.9941784143447876
A story from the sand dunes,3,"But every wind that arose came from the wrong direction. Weeks went by; two whole months passed, in fact, before the wind blew in their favor, from th...",493,fear,0.8929325938224792,neutral,0.7261848449707031,joy,0.5749568939208984
A story from the sand dunes,4,"Most of them have no towers, their bells hanging out in the open air between two wooden beams. The services had ended, and the congregation emerged fr...",503,disgust,0.5441586971282959,neutral,0.47584182024002075,sadness,0.27586445212364197
A story from the sand dunes,5,"A second gust followed, so strong that the strings of fish hung on the line rattled against the walls of the house; but it lasted for only a moment; t...",500,fear,0.5392640233039856,neutral,0.7414429187774658,anticipation,0.3473043739795685
A story from the sand dunes,6,"And now, like swan's-down in the air, salty white foam flew in from the sea, as it hurled its waves against the coast in boiling fury. Only a long-exp...",489,sadness,0.6726934909820557,sadness,0.468117892742157,sadness,0.8126763701438904
A story from the sand dunes,7,"Her beautiful eyes opened, and she spoke a few words, but no one could understand her. At last, after hours of suffering and struggles, there nestled ...",504,sadness,0.9102847576141357,sadness,0.7487574219703674,sadness,0.9462503790855408
A story from the sand dunes,8,"They could not have reached their destination, considering the violent storms that had raged for the last few weeks. For months they waited, before ad...",487,sadness,0.8117549419403076,neutral,0.4003559350967407,sadness,0.7672809958457947
A story from the sand dunes,9,And how clever he was with his fingers! He could make sailing ships out of stones and shells or draw pictures that were quite an ornament to the room....,507,neutral,0.5829397439956665,admiration,0.45898178219795227,joy,0.9387329816818237
A story from the sand dunes,10,"Even Jörgen, little as he was, had a thimbleful; that was so he could digest the fat eels, said the eel man. Then he would tell them his old story, an...",493,disgust,0.7178661823272705,neutral,0.9001473188400269,joy,0.46546173095703125
A story from the sand dunes,11,"And at last he did for four pleasant days, the brightest of his whole childhood; and he saw all of Jutland's happy, homelike beauty and sunshine. He w...",503,sadness,0.6758877635002136,neutral,0.525363028049469,joy,0.6975707411766052
A story from the sand dunes,12,"""The tower does not lean, for I have built it well; but one day a man shall come from the West in a blue cloak, and he shall make it lean."" And a hund...",497,disgust,0.5522055625915527,neutral,0.714370608329773,joy,0.9352099895477295
A story from the sand dunes,13,"And how still it all was about them! The heath spread out before them, a wide, rich carpet, with the heather in blossom. Mingled with the dark green j...",507,disgust,0.9162341952323914,neutral,0.5204677581787109,joy,0.6616412997245789
A story from the sand dunes,14,"Here lay an old viking grave, and near it lay another. When the mysterious columns of mist curled upward through the calm air, they said, ""The heath i...",491,disgust,0.792300820350647,neutral,0.513714075088501,anticipation,0.16434523463249207
A story from the sand dunes,15,"He soon learned it was wisest to restrain them, but in doing so, he felt somewhat as the eel must feel when it is skinned, cut up, and tossed into the...",512,disgust,0.9282312989234924,neutral,0.6895373463630676,joy,0.5804182887077332
A story from the sand dunes,16,"What magnificence he saw there! All this glory and beauty, streaming into Jörgen's soul, nearly overpowered him. The church and the faith of his fathe...",490,disgust,0.343215674161911,neutral,0.424929141998291,joy,0.8532605767250061
A story from the sand dunes,17,"Jörgen helped, for he had grown during the last year; he was quick and alert at his work, and there was no lack of spirit in him. He could swim and tr...",489,anger,0.8751177787780762,neutral,0.8291875123977661,optimism,0.4957633316516876
A story from the sand dunes,18,"On the western coast of Jutland, the fisherman build huts among the sand dunes. They build them with planks from shipwrecks, and cover them over with ...",484,anger,0.5006739497184753,neutral,0.5234922170639038,joy,0.8094344735145569
A story from the sand dunes,19,"Never before had he understood his own feelings toward Elsa, and now all hope of winning her for himself was gone. When the fishermen are returning ho...",502,anger,0.5715290307998657,neutral,0.7843499183654785,anticipation,0.25015175342559814
A story from the sand dunes,20,"He felt that Morten had robbed him, and that was reason enough to hate him. Some of the fishermen noticed the change in Jörgen, but Morten himself saw...",504,disgust,0.42995479702949524,neutral,0.8564586043357849,sadness,0.6504606604576111
A story from the sand dunes,21,"The old man brought Elsa to him; she didn't say much, but she did say: ""You have a house; that must be considered."" And Jörgen did consider many thing...",499,disgust,0.38384056091308594,neutral,0.8857144117355347,joy,0.6737523078918457
A story from the sand dunes,22,"Next morning, before daylight, he tied up his bundle, gathered his provisions, and started through the sand dunes to the shore. It was easier walking ...",494,anger,0.8299458622932434,neutral,0.659248411655426,optimism,0.8828831315040588
A story from the sand dunes,23,"""It's well you're caught!"" they said. ""Your crime will cost you your life!"" He was accused of nothing less than murder! Morten had been found stabbed ...",485,anger,0.7072929739952087,neutral,0.8858107328414917,fear,0.7026170492172241
A story from the sand dunes,24,Under the grand staircase in the western wing of the building a passage leads into a low-roofed vaulted cell; it was from here that Long Margrethe was...,491,sadness,0.6020421385765076,sadness,0.5817812085151672,sadness,0.5786598324775696
A story from the sand dunes,25,"His wretched cell was bitterly cold; when would this misery end? Innocent, he had been thrown into misfortune and sorrow; that was his lot! He had ple...",493,sadness,0.8396214246749878,sadness,0.4517519772052765,sadness,0.567223072052002
A story from the sand dunes,26,"A couple of glasses were emptied, not enough to get drunk on, but enough to loosen Morten's tongue; he began to boast of having bought a house and of ...",509,joy,0.5648559331893921,neutral,0.3936026692390442,joy,0.9014865159988403
A story from the sand dunes,27,"People call it the out-of-the -way corner of the country; it's a blessed chimney corner, with windows opening out to the whole wide world!"" What a jou...",505,disgust,0.4554259479045868,neutral,0.6571793556213379,joy,0.970214307308197
A story from the sand dunes,28,"A few miles southwest of Grenen is High or Old Skagen; here Merchant Brönne lived, and here Jörgen would now live. The house was tarred; each of the l...",508,disgust,0.5305166244506836,neutral,0.42790260910987854,joy,0.9863815307617188
A story from the sand dunes,29,"The church was large and stately, built by the Dutch and Scotch many centuries before, and quite a distance from where the town is now situated. The c...",507,disgust,0.5309566259384155,neutral,0.6510869860649109,joy,0.9547975659370422
A story from the sand dunes,30,Jörgen was more quiet than they; he kept his secret - and yet some day it would perhaps burst forth. Every Sunday when he sat in church and his eyes r...,495,neutral,0.6590414643287659,neutral,0.6641082763671875,joy,0.6312102675437927
A story from the sand dunes,31,"The tin shelves gleamed with clean plates; hams and sausages hung under the ceiling, and they had winter supplies in abundance. Many rich farmhouses l...",509,joy,0.9448709487915039,joy,0.43307673931121826,joy,0.9915801882743835
A story from the sand dunes,32,"They tried to plug the leak; the pumps worked furiously; the sails came down, and the distress flag was hoisted. They were still four miles out at sea...",504,fear,0.9811564683914185,neutral,0.495925635099411,fear,0.9319417476654053
A story from the sand dunes,33,"There on the sand reef lay the wreck of a ship with the sea partly covering it; the white figurehead leaned against an anchor, and only the sharp iron...",483,disgust,0.6153130531311035,neutral,0.5844032764434814,sadness,0.842303991317749
A story from the sand dunes,34,"""He is now our son!"" ""Crazy"": that was what they called Jörgen now, but it was hardly the right word; he was like a musical instrument with loosened s...",498,sadness,0.4687226414680481,sadness,0.5017856359481812,sadness,0.9323803186416626
A story from the sand dunes,35,"Once, during the psalm singing, he sighed deeply, and his eyes took on life. He was gazing at the altar, at the very spot where, over a year ago, he h...",495,fear,0.3652348816394806,sadness,0.6637864708900452,sadness,0.9597105383872986
A story from the sand dunes,36,"Home!"" he said. No one heard him. He left the house, and sand and pebbles whirled around him and beat into his face. He went toward the church, where ...",463,fear,0.358150839805603,neutral,0.402134507894516,joy,0.7903424501419067
A story from the sand dunes,37,"She gave her hand to Jörgen, and together they went up to the altar where they had knelt once before, and the pastor joined their hands and consecrate...",486,neutral,0.3083164393901825,joy,0.5767778158187866,joy,0.9887850284576416
A story from the sand dunes,38,"But his body was entombed in a vast sarcophagus, in the very church itself. During the storm our Lord cast earth over his coffin; the great heaps of s...",148,disgust,0.6594558954238892,neutral,0.8008909821510315,joy,0.4006313979625702
A story from the sand dunes,39,"His tombstone may be seen for miles; no king ever had a more magnificent one. And no one will ever disturb the repose of the dead, for none until now ...",60,neutral,0.4429658055305481,neutral,0.7179290056228638,joy,0.6134500503540039
A story from the sand dunes,40,"And no one will ever disturb the repose of the dead, for none until now has ever known his resting place; for this story was sung to me by the storm a...",42,neutral,0.43666303157806396,neutral,0.9092684388160706,optimism,0.4668634533882141
A string of pearls,0,The railroad in Denmark still extends only from Copenhagen to Korsör; it is a string of pearls. Europe has a wealth of these pearls; its most costly a...,470,neutral,0.767482340335846,neutral,0.6336101293563843,joy,0.891251802444458
A string of pearls,1,"The weakest minds are assembled now here, where once the strongest and keenest met to exchange thoughts and ideas, but still the flame of generosity m...",481,neutral,0.44632235169410706,neutral,0.3674141764640808,joy,0.8692499399185181
A string of pearls,2,On to the town of Slagelse! What is mirrored here in this pearl's luster? Gone forever is the cloister of Antoorskov (NB: Antvorskov); vanished are th...,508,neutral,0.4257173538208008,admiration,0.7953879237174988,joy,0.9788524508476257
A string of pearls,3,"My parents hadn't visited it for twenty years, but at last they were going, and I was going with them. We had talked about that journey for years befo...",495,joy,0.8200962543487549,joy,0.49372389912605286,joy,0.988973081111908
A string of pearls,4,"And we were so glad to feel solid earth under our feet! There was no sleep for me that night, for I was so excited over all that I had seen and heard ...",485,joy,0.9422605037689209,admiration,0.5808518528938293,joy,0.995542585849762
A string of pearls,5,"It was almost Whitsuntide, and he promised that in a few days he would be in Copenhagen to join us and his family. Ah, those few hours in Sorö and at ...",500,joy,0.9576992988586426,joy,0.5680971145629883,joy,0.991257905960083
A string of pearls,6,"""And you needn't laugh at me, you young people, for sitting so still here, day after day! I have really a wonderful journey ahead of me; I shall soon ...",129,joy,0.6133760809898376,admiration,0.3614722192287445,joy,0.9825969338417053
A string of pearls,7,I have really a wonderful journey ahead of me; I shall soon have to travel at a speed far greater than the railway's. For when our Lord calls me I sha...,105,joy,0.7648746371269226,optimism,0.43219509720802307,joy,0.9876628518104553
A string of pearls,8,"For when our Lord calls me I shall go to join your grandfather; and when you have completed your work on this dear earth, you too will join us; and th...",79,joy,0.5128888487815857,neutral,0.3897354304790497,optimism,0.9524821043014526
Anne Lisbeth,0,"Anne Lisbeth's complexion was like peaches and cream; her eyes were bright, her teeth shiny white; she was young, gay, and beautiful to look upon; her...",498,disgust,0.9545148611068726,admiration,0.48164159059524536,joy,0.9722315073013306
Anne Lisbeth,1,"Anne Lisbeth's boy sat at the edge of a ditch in the sunshine, whittling sticks or watching three blossoming strawberry plants; he hoped they would so...",483,disgust,0.778755247592926,sadness,0.3164040148258209,sadness,0.9163281917572021
Anne Lisbeth,2,"The boat whirled around. Was it a waterspout or a tidal wave? The boy at the helm screamed, ""Lord Jesus, save us!"" The vessel had struck on a great ro...",486,fear,0.9533206820487976,neutral,0.31018370389938354,joy,0.6036083102226257
Anne Lisbeth,3,"He must be missing me, and loving me as he did when his angelic little arms clung around my neck and he said, 'Ann-Lis,' as sweet as a violin. Ah, yes...",505,sadness,0.7761858105659485,sadness,0.6101499199867249,sadness,0.7499265074729919
Anne Lisbeth,4,"""Skipper Lars and your boy were both drowned. So that ends that. But I hoped that the boy would have lived to help me out from time to time with a lit...",512,disgust,0.3845260441303253,sadness,0.45185214281082153,fear,0.7144832611083984
Anne Lisbeth,5,"But then something heavy clung to her feet and dragged her down; it was as if a hundred other women were holding tightly to her, screaming, ""If you ar...",452,fear,0.9758177995681763,neutral,0.6074585914611816,fear,0.9532020688056946
Anne Lisbeth,6,"Yet, though she was not conscious of it, her thoughts were busy within her, as they always are within all of us. They lie asleep inside us, thoughts t...",479,fear,0.5137302875518799,neutral,0.6051667332649231,sadness,0.2647465169429779
Anne Lisbeth,7,"She became very frightened, and yet it was nothing but a heap of tangled seaweed, but to her fancy it had seemed for a moment the body of a man. As sh...",494,fear,0.9680019617080688,fear,0.5860505700111389,fear,0.9874168634414673
Anne Lisbeth,8,"And then she did hear a sound, so hollow, so hoarse - not the voices of the frogs in the pond nor the tones of the raven, for neither was near by, but...",508,fear,0.9603130221366882,fear,0.5045763254165649,fear,0.9747331142425537
Anne Lisbeth,9,"""Bury me!"" still rang in her ears, and gladly would she have buried herself, if the grave could have brought eternal forgetfulness. It was her hour of...",499,fear,0.9024296402931213,neutral,0.45719826221466064,fear,0.8620070815086365
Anne Lisbeth,10,"A voice seemed to sigh, ""Only half the grave!"" and a shadowy form drifted past her and down to the bottom of the ocean. Yes, it was indeed the ""sea gh...",504,fear,0.7301070094108582,neutral,0.683205246925354,fear,0.35557854175567627
Anne Lisbeth,11,"She had been here ever since dawn; her strength was nearly gone, but her eyes were bright and a faint rosy hue lighted her face; the last sunbeams sho...",289,joy,0.8503116965293884,neutral,0.47924256324768066,joy,0.9848883152008057
Anne Lisbeth,12,"""Now I am in God's house!"" she said. ""And only there can one be happy!"" When the sun had set, the soul of Anne Lisbeth had gone way up from this earth...",67,sadness,0.39398983120918274,neutral,0.5147501826286316,optimism,0.989081859588623
Anne Lisbeth,13,"""And only there can one be happy!"" When the sun had set, the soul of Anne Lisbeth had gone way up from this earth to where there are no fears nor the ...",55,sadness,0.5535229444503784,neutral,0.7438444495201111,optimism,0.9893491268157959
At the uttermost parts of the sea,0,"A couple of large ships were sent up toward the North Pole, to discover the boundaries of land and sea and how far it would be possible for the human ...",494,fear,0.2629954218864441,neutral,0.7989168763160706,anticipation,0.44006550312042236
At the uttermost parts of the sea,1,"Sleep came to him, and dreams came with sleep. He dreamed that, although the body may sleep, the soul must ever be awake. He felt this life, and he se...",484,neutral,0.39636915922164917,neutral,0.7903052568435669,joy,0.9282525181770325
At the uttermost parts of the sea,2,"Then from the letter they must read aloud these words from the Bible, ""Even at the uttermost parts of the sea His right hand shall hold me fast""; and ...",121,neutral,0.4407026171684265,neutral,0.7748013734817505,optimism,0.9496200084686279
At the uttermost parts of the sea,3,"The dream was ended, and all was darkness in the snow hut; but the Bible lay beneath the sailor's head, while faith and hope dwelt in his heart. God w...",58,fear,0.4217762053012848,neutral,0.5506173968315125,optimism,0.9840685725212097
At the uttermost parts of the sea,4,"God was with him and his home was with him, ""even at the uttermost parts of the sea.""",24,neutral,0.7087607383728027,caring,0.760672926902771,optimism,0.9840531349182129
Aunty,0,"You ought to have known Aunty; she was so lovely. And yet, to be more specific, she wasn't lovely in the usual sense of the word, but she was sweet an...",495,sadness,0.8784142732620239,admiration,0.49345773458480835,joy,0.965451717376709
Aunty,1,"You can't sit by yourself without ever seeing people. But where I live now, it seems as if I've moved way out into the country. If I want to see peopl...",450,disgust,0.4208628833293915,neutral,0.8442307710647583,sadness,0.6635991334915161
Aunty,2,"On the other hand, if a play could go through five acts in one and the same set, he said it was sensible and well written; it was a play of rest that ...",497,neutral,0.5967923998832703,neutral,0.4239746332168579,joy,0.9598228335380554
Aunty,3,"And so he saw The Judgment of Solomon from above, and fell asleep. One would surely have thought that he had come from a big dinner and had drunk many...",506,disgust,0.9278519153594971,neutral,0.33988600969314575,joy,0.5353323817253113
Aunty,4,"Nob! He never deserved his place in the cockloft! Aunty didn't believe a word of what he said. He had written it all out, he said - the snob! - and wo...",495,fear,0.966303825378418,neutral,0.6352766156196594,fear,0.965374231338501
Aunty,5,"That was a sight to see! And it was seen, when finally her cries were heard; and then she was easily rescued, for the fire didn't amount to much. That...",441,joy,0.7359008193016052,neutral,0.43945348262786865,joy,0.8973832726478577
Aunty,6,"As she sat in the theater every Saturday, she was to think of Aunty lying in her grave. This was Aunty's religion.",32,disgust,0.5555080771446228,neutral,0.8988214731216431,sadness,0.9168584942817688
Aunty,7,This was Aunty's religion.,10,neutral,0.8946080207824707,neutral,0.9526395797729492,joy,0.10645825415849686
Aunty Toothache,0,Where did we get this story? would you like to know? We got it from the basket that the wastepaper is thrown into. Many a good and rare book has been ...,510,neutral,0.6398725509643555,admiration,0.3386836647987366,joy,0.9838887453079224
Aunty Toothache,1,"Now I am older, am a student, and still she goes on spoiling me with sweets. She says I am a poet. I have something of the poet in me, but not enough....",501,disgust,0.42965009808540344,admiration,0.570578396320343,joy,0.9881440997123718
Aunty Toothache,2,"If I should live to see this, I would go to my grave gladly. Ever since the brewer Rasmussen's funeral you have amazed me with your powerful imaginati...",502,anger,0.7013286352157593,love,0.29072561860084534,joy,0.8885409235954285
Aunty Toothache,3,"""If so, it can only mean that you will lose a false friend!"" ""You are an insolent old man!"" said Aunty, angrier than I had seen her before or ever hav...",460,anger,0.7991011142730713,neutral,0.39506059885025024,anticipation,0.26554885506629944
Aunty Toothache,4,"That's what Jean Paul did; he became a great poet, though I don't admire him; he does not excite one. You must be exciting! Yes, you will be exciting!...",495,sadness,0.9173378348350525,sadness,0.39189961552619934,sadness,0.8184439539909363
Aunty Toothache,5,"There is a broken pane in my room, over which the landlady has pasted some paper, but the wind blows through the crack despite that and produces a sou...",503,fear,0.8598865866661072,neutral,0.39224502444267273,fear,0.5310143828392029
Aunty Toothache,6,"That came later. IV It was during wintertime, late at night, after theater hours; it was terrible weather; a snowstorm raged so that one could hardly ...",507,fear,0.714601457118988,neutral,0.6878016591072083,joy,0.7067773342132568
Aunty Toothache,7,"My first tooth! The tooth of innocence, shining like a little drop of milk - the milk tooth! When one had come, several more came, a whole rank of the...",466,sadness,0.48775944113731384,neutral,0.40787243843078613,sadness,0.9012146592140198
Aunty Toothache,8,"There was a restless change of light and shadow, but at last the shadow on the floor began to take shape. I stared at the moving form and felt an icy-...",453,fear,0.8546107411384583,fear,0.37370869517326355,fear,0.624258816242218
