tale,num_chunks,total_chars,distilroberta_top_emotion,distilroberta_top_score,distilroberta_all_emotions,go_emotions_top_emotion,go_emotions_top_score,go_emotions_all_emotions,twitter_emotion_top_emotion,twitter_emotion_top_score,twitter_emotion_all_emotions
Moving day,7,8336,disgust,0.5349147937127522,"{'disgust': 0.5349147937127522, 'anger': 0.2945317728444934, 'neutral': 0.0719269761549575, 'fear': 0.04075531954211848, 'surprise': 0.03056722945932831, 'sadness': 0.023459783356104578, 'joy': 0.0038441276410594583}",neutral,0.5963768895183291,"{'neutral': 0.5963768895183291, 'curiosity': 0.06808988735013242, 'approval': 0.048345067272228856, 'confusion': 0.03524343785829842, 'disapproval': 0.034320146178028414, 'disappointment': 0.028754101068313633, 'realization': 0.028662496911627904, 'amusement': 0.026445560647906468, 'optimism': 0.022488717289109315, 'annoyance': 0.02238977766994919, 'sadness': 0.013660023238376848, 'admiration': 0.012969374024708356, 'desire': 0.012784639331844769, 'joy': 0.010321754446652318, 'surprise': 0.006453010985361678, 'excitement': 0.005312733934260905, 'fear': 0.0028764185595459174, 'caring': 0.0026125162590428124, 'nervousness': 0.002469023095077968, 'anger': 0.00201401231710666, 'disgust': 0.0018381118924090905, 'relief': 0.0017985406947056098, 'embarrassment': 0.00151477986946702, 'remorse': 0.0010697429035125034, 'grief': 0.0010408718849898183, 'love': 0.0008519927546980657, 'pride': 0.0006266216389901404, 'gratitude': 0.0003975565299957192}",anticipation,0.28796465907778057,"{'anticipation': 0.28796465907778057, 'joy': 0.23647839895316533, 'disgust': 0.12716872351510183, 'sadness': 0.11554873575057302, 'optimism': 0.10286026767321996, 'anger': 0.06533617406551327, 'pessimism': 0.04480951518884727, 'surprise': 0.029713441484740803, 'fear': 0.015815319227320806, 'trust': 0.00995044004438179, 'love': 0.003411260949048613}"
Ole the tower-keeper,15,22020,disgust,0.30208921395242216,"{'disgust': 0.30208921395242216, 'neutral': 0.2926736777027448, 'joy': 0.15348686748184265, 'sadness': 0.10701656490564346, 'anger': 0.0732476569712162, 'surprise': 0.045007189828902484, 'fear': 0.026478829273643593}",neutral,0.44532852930327255,"{'neutral': 0.44532852930327255, 'gratitude': 0.13698478996326838, 'curiosity': 0.11807946874760092, 'approval': 0.08891930257280668, 'amusement': 0.06585658595431595, 'confusion': 0.05633720494030665, 'admiration': 0.05312803224660456, 'realization': 0.03119397976746162, 'joy': 0.02916682802606374, 'optimism': 0.01917724427767098, 'disappointment': 0.012880543277909358, 'annoyance': 0.011718167100722592, 'disapproval': 0.011413851240649819, 'surprise': 0.009523423148008685, 'sadness': 0.0059763722897817695, 'desire': 0.005590629480623951, 'excitement': 0.005351819509329895, 'caring': 0.004672727908473462, 'relief': 0.0040954661652601015, 'pride': 0.0015364645056251901, 'fear': 0.0014412882699010273, 'nervousness': 0.0013628037898646046, 'embarrassment': 0.0013119868798336634, 'anger': 0.00124920394931299, 'disgust': 0.0011742019210942089, 'love': 0.001123022041671599, 'remorse': 0.000976934566278942, 'grief': 0.0007669369253562764}",joy,0.48267921718458334,"{'joy': 0.48267921718458334, 'optimism': 0.32803436449418466, 'anticipation': 0.2576803542673588, 'disgust': 0.0892645253178974, 'sadness': 0.08721904947112004, 'pessimism': 0.040301515720784664, 'surprise': 0.03469048434247573, 'anger': 0.0326883334821711, 'trust': 0.019325489286954205, 'love': 0.01877865311689675, 'fear': 0.01269788898838063}"
"Ole-Luk-Oie, the Dream-God",14,21498,disgust,0.30446293258241247,"{'disgust': 0.30446293258241247, 'neutral': 0.28723407204129864, 'fear': 0.16403733112383634, 'joy': 0.1570561585748302, 'sadness': 0.03188835812865624, 'anger': 0.03067079563957772, 'surprise': 0.024650351410465583}",neutral,0.3875806742746915,"{'neutral': 0.3875806742746915, 'optimism': 0.13920193415833637, 'admiration': 0.13355243019759655, 'gratitude': 0.10492250810057158, 'approval': 0.10471531642334801, 'joy': 0.02991250909066626, 'disappointment': 0.01996647600649989, 'amusement': 0.01993690149642394, 'fear': 0.019765045705883364, 'desire': 0.018488618603441864, 'curiosity': 0.017883864331192205, 'realization': 0.014616456481495075, 'confusion': 0.013574871263699606, 'caring': 0.013339859990602625, 'annoyance': 0.012914463910939438, 'excitement': 0.011458400088096303, 'sadness': 0.01029173077716093, 'disapproval': 0.007476586432728384, 'embarrassment': 0.007320623918660983, 'disgust': 0.0037179709345634493, 'nervousness': 0.003291868494540852, 'relief': 0.0031861753169713275, 'surprise': 0.003109552319593994, 'pride': 0.0030408412525762935, 'love': 0.002832184306628603, 'anger': 0.0016300367091649345, 'grief': 0.0011018391149783774, 'remorse': 0.0009210388286321956}",joy,0.8054654278925487,"{'joy': 0.8054654278925487, 'optimism': 0.40041886788925957, 'anticipation': 0.3153422490826675, 'trust': 0.0804335995843368, 'fear': 0.07697052387188055, 'sadness': 0.07380724119554673, 'surprise': 0.05177726623203073, 'love': 0.03747590002603829, 'disgust': 0.030454896689791764, 'pessimism': 0.0163771575649402, 'anger': 0.013924601313192397}"
On judgment day,6,7778,fear,0.5223427837869773,"{'fear': 0.5223427837869773, 'disgust': 0.21669287314095223, 'neutral': 0.1709723403522124, 'anger': 0.05579954237327911, 'sadness': 0.019096285570412874, 'joy': 0.008135836261014143, 'surprise': 0.006960352504393086}",neutral,0.4079636136690776,"{'neutral': 0.4079636136690776, 'caring': 0.22111144777348576, 'love': 0.12179001833040577, 'curiosity': 0.09988111874554306, 'approval': 0.08830643662561972, 'admiration': 0.06401205703150481, 'confusion': 0.055104426496351756, 'optimism': 0.050893488068444036, 'annoyance': 0.02270402495438854, 'desire': 0.01882424539265533, 'disappointment': 0.01619983623580386, 'realization': 0.014073921794382235, 'sadness': 0.013018738633642593, 'gratitude': 0.010678496396091456, 'surprise': 0.009572151534181709, 'disapproval': 0.009491219262902936, 'joy': 0.008704126676699767, 'excitement': 0.007166301133111119, 'fear': 0.006276401458308101, 'anger': 0.004783871098576735, 'embarrassment': 0.004765954998826298, 'nervousness': 0.0030634333088528365, 'disgust': 0.003052741706293697, 'relief': 0.0030222395920039466, 'pride': 0.0028662786207860336, 'remorse': 0.0018447444502574701, 'grief': 0.0017273021318639319, 'amusement': 0.0006892437474258865}",optimism,0.5425750010957321,"{'optimism': 0.5425750010957321, 'joy': 0.4624788422758381, 'love': 0.3043978216786248, 'trust': 0.23289947002194822, 'anticipation': 0.1541357251505057, 'disgust': 0.13924405095167458, 'fear': 0.13230485251794258, 'anger': 0.10256269775951903, 'pessimism': 0.03931312821805477, 'sadness': 0.03778946461776892, 'surprise': 0.02135043901701768}"
"Peiter, Peter, and Peer",8,10198,disgust,0.48126891255378723,"{'disgust': 0.48126891255378723, 'neutral': 0.286876313155517, 'anger': 0.1425855860579759, 'sadness': 0.046869742684066296, 'surprise': 0.015980664175003767, 'fear': 0.014941543631721288, 'joy': 0.011477250103780534}",neutral,0.5592918433248997,"{'neutral': 0.5592918433248997, 'disapproval': 0.1518431432195939, 'curiosity': 0.10228928149444982, 'approval': 0.08308435819344595, 'confusion': 0.054219382189330645, 'admiration': 0.05224703064595815, 'annoyance': 0.023307931143790483, 'realization': 0.020560257777106017, 'disappointment': 0.020413791062310338, 'surprise': 0.006794209777581273, 'sadness': 0.006187572857015766, 'optimism': 0.005607674014754593, 'caring': 0.0037880512682022527, 'love': 0.003731613302079495, 'anger': 0.0035479047801345587, 'joy': 0.002107376123603899, 'desire': 0.0019939056437578984, 'disgust': 0.0019685408915393054, 'excitement': 0.00170138572138967, 'gratitude': 0.001672900298217428, 'relief': 0.0013590728485723957, 'fear': 0.0012936210769112222, 'embarrassment': 0.0012352731355349533, 'pride': 0.0011937121062146616, 'amusement': 0.0010684790868253913, 'remorse': 0.0009213777302647941, 'nervousness': 0.00086667449795641, 'grief': 0.0007222984786494635}",joy,0.5155491670593619,"{'joy': 0.5155491670593619, 'anticipation': 0.26193179935216904, 'optimism': 0.20899481559172273, 'sadness': 0.18722594296559691, 'pessimism': 0.08977419720031321, 'disgust': 0.0792533332714811, 'love': 0.052483715349808335, 'anger': 0.043676444300217554, 'surprise': 0.03416636015754193, 'fear': 0.028939417679794133, 'trust': 0.02209276903886348}"
Pen and inkstand,5,4584,joy,0.2640855052508414,"{'joy': 0.2640855052508414, 'surprise': 0.2526005461812019, 'anger': 0.18055136017501355, 'neutral': 0.14273278191685676, 'disgust': 0.10107854343950748, 'sadness': 0.043447208544239405, 'fear': 0.01550407693721354}",admiration,0.5016577959060669,"{'admiration': 0.5016577959060669, 'neutral': 0.2606139346957207, 'approval': 0.14927174001932145, 'curiosity': 0.05974702269304544, 'excitement': 0.05297988243401051, 'surprise': 0.043927298253402115, 'pride': 0.027235011849552394, 'realization': 0.025763239525258542, 'joy': 0.024304091930389404, 'confusion': 0.01527472723973915, 'optimism': 0.015198244340717792, 'annoyance': 0.0077267570421099665, 'gratitude': 0.005699541221838444, 'relief': 0.005522778700105846, 'disappointment': 0.004163522273302078, 'disapproval': 0.004067937517538667, 'amusement': 0.0039446316193789245, 'caring': 0.003693832433782518, 'desire': 0.002545445831492543, 'love': 0.0025427188840694724, 'anger': 0.001896809332538396, 'fear': 0.0015765182441100478, 'disgust': 0.0015617405064404012, 'sadness': 0.0014337878092192113, 'embarrassment': 0.0011748860008083284, 'nervousness': 0.0008898198197130114, 'grief': 0.0008583944640122354, 'remorse': 0.0004106277570826933}",joy,0.9325923800468445,"{'joy': 0.9325923800468445, 'optimism': 0.6807174861431122, 'anticipation': 0.19028750211000442, 'surprise': 0.15928762033581734, 'love': 0.1106070620007813, 'trust': 0.07342666666954756, 'disgust': 0.039118025172501805, 'sadness': 0.02179276430979371, 'anger': 0.019261864945292473, 'pessimism': 0.011753850430250169, 'fear': 0.006373776588588953}"
She was good for nothing,10,14035,disgust,0.3962938189506531,"{'disgust': 0.3962938189506531, 'anger': 0.17350585088133813, 'sadness': 0.15067045837640763, 'fear': 0.10384679953567684, 'neutral': 0.0910004336386919, 'joy': 0.056864155712537466, 'surprise': 0.027818451286293566}",admiration,0.23887798418290912,"{'admiration': 0.23887798418290912, 'sadness': 0.21679956410080195, 'neutral': 0.20093209743499757, 'approval': 0.12299314774572849, 'disapproval': 0.07412237315438688, 'disappointment': 0.054596819216385484, 'joy': 0.03717219743411988, 'caring': 0.03576415707357228, 'realization': 0.024067877186462285, 'curiosity': 0.015810248936759308, 'annoyance': 0.015520210703834891, 'gratitude': 0.015152484903228468, 'optimism': 0.013956576818600297, 'relief': 0.011097455682465807, 'amusement': 0.0096510393981589, 'confusion': 0.00916748436866328, 'love': 0.009119525691494346, 'grief': 0.008468409489432815, 'desire': 0.005122141656465828, 'nervousness': 0.00467155882215593, 'pride': 0.0043969537015073005, 'remorse': 0.0037143858411582188, 'fear': 0.0034625681670149787, 'excitement': 0.002965926006436348, 'anger': 0.002391942648682743, 'surprise': 0.0022903911652974785, 'disgust': 0.0022431114688515664, 'embarrassment': 0.0015709521743701772}",sadness,0.5289046585559845,"{'sadness': 0.5289046585559845, 'optimism': 0.43494238536804913, 'joy': 0.4290895592421293, 'anticipation': 0.1271158754825592, 'pessimism': 0.11903782086446882, 'love': 0.09566257938276976, 'disgust': 0.07718868437223136, 'trust': 0.060286096017807725, 'anger': 0.03414840952027589, 'fear': 0.022328878135886042, 'surprise': 0.020434125699102877}"
Soup from a sausage skewer,19,30393,disgust,0.37949664577057485,"{'disgust': 0.37949664577057485, 'neutral': 0.2811523879829206, 'fear': 0.11508620238103169, 'sadness': 0.08757488882953399, 'joy': 0.060074277344698966, 'anger': 0.053589120678799715, 'surprise': 0.023026483844181423}",neutral,0.4992596283555031,"{'neutral': 0.4992596283555031, 'approval': 0.1879523088665385, 'admiration': 0.0729892591847793, 'realization': 0.04729116085524622, 'sadness': 0.04510593431768939, 'curiosity': 0.042353637839704264, 'joy': 0.03931351590558494, 'confusion': 0.019743412218399738, 'disappointment': 0.01891883133028291, 'optimism': 0.01885581396422104, 'excitement': 0.015809985419955888, 'disapproval': 0.012177765700279883, 'annoyance': 0.011719263893993278, 'surprise': 0.010434134478840095, 'relief': 0.006832725970429908, 'love': 0.006241593289336092, 'caring': 0.0051524869172441725, 'fear': 0.004481113630677818, 'desire': 0.003972356434372303, 'pride': 0.003952357490657289, 'nervousness': 0.0031532885875908264, 'amusement': 0.003030446463717932, 'grief': 0.0021521085712409237, 'gratitude': 0.0020139990856956787, 'disgust': 0.0016343513255522243, 'anger': 0.0012891448354103456, 'embarrassment': 0.0011553546615974291, 'remorse': 0.0007641026597028892}",joy,0.7203727731187093,"{'joy': 0.7203727731187093, 'optimism': 0.4023761161063847, 'anticipation': 0.3103416436596921, 'surprise': 0.06672212510908905, 'sadness': 0.059691492345576226, 'love': 0.057340716551008974, 'trust': 0.04261442205231441, 'disgust': 0.03697720836651953, 'fear': 0.031489194628145346, 'anger': 0.02498252449655219, 'pessimism': 0.022176242482505347}"
Sunshine stories,6,6282,neutral,0.5065166788796583,"{'neutral': 0.5065166788796583, 'disgust': 0.22413412978251776, 'anger': 0.18242218904197216, 'surprise': 0.02535649303657313, 'sadness': 0.02391001520057519, 'joy': 0.022165997962777812, 'fear': 0.015494496251145998}",neutral,0.5905235260725021,"{'neutral': 0.5905235260725021, 'curiosity': 0.103663576291486, 'admiration': 0.08755181789941464, 'approval': 0.07438665069639683, 'joy': 0.0522200382159402, 'confusion': 0.0458120568364393, 'annoyance': 0.018721494746084016, 'realization': 0.01655434421263635, 'disappointment': 0.009341177685807148, 'disapproval': 0.008478360716253519, 'relief': 0.006681528776728858, 'caring': 0.006470888600839923, 'sadness': 0.0051634375025363015, 'optimism': 0.005084485126038392, 'excitement': 0.004273160981635253, 'pride': 0.0031318609981099144, 'surprise': 0.0027007663350862763, 'gratitude': 0.00216055492637679, 'anger': 0.002134458200695614, 'amusement': 0.0017717044732611005, 'nervousness': 0.0015898061198337625, 'desire': 0.0014793683076277375, 'fear': 0.0012405717958851408, 'love': 0.001189196724832679, 'disgust': 0.001085214704896013, 'embarrassment': 0.0008748984158349534, 'grief': 0.0008746469053827847, 'remorse': 0.0005736356688430533}",joy,0.6801362124582132,"{'joy': 0.6801362124582132, 'optimism': 0.40547050597767037, 'anticipation': 0.26425843437512714, 'love': 0.0883462232304737, 'surprise': 0.07940882164984941, 'sadness': 0.04281732331340512, 'disgust': 0.0400782412228485, 'trust': 0.032819957472383976, 'pessimism': 0.022434428644677002, 'anger': 0.019457633898127824, 'fear': 0.015656277149294812}"
The A-B-C book,6,7016,anger,0.3330426091949145,"{'anger': 0.3330426091949145, 'disgust': 0.28252695004145306, 'neutral': 0.20783383399248123, 'sadness': 0.07235792263721426, 'fear': 0.05070003362682959, 'surprise': 0.03866237339874109, 'joy': 0.01487628323957324}",neutral,0.6352280875047048,"{'neutral': 0.6352280875047048, 'approval': 0.0949260809769233, 'disapproval': 0.06974012684077024, 'curiosity': 0.04357817139437733, 'admiration': 0.0309562252368778, 'confusion': 0.023348301571483415, 'annoyance': 0.02061407423267762, 'realization': 0.020386427485694487, 'optimism': 0.019841803858677547, 'fear': 0.01935259168385528, 'disappointment': 0.01683145509256671, 'sadness': 0.01563499212109794, 'joy': 0.006353072055693095, 'excitement': 0.004157122738736992, 'anger': 0.0037488556505801776, 'caring': 0.003203425401200851, 'disgust': 0.003042594966245815, 'surprise': 0.002671873973061641, 'amusement': 0.0024799953680485487, 'desire': 0.0021163529600016773, 'relief': 0.0018325115282398958, 'nervousness': 0.0018279219754428293, 'pride': 0.0013387038585885118, 'embarrassment': 0.0010370395320933312, 'grief': 0.0009762280654589025, 'love': 0.0005712030397262424, 'gratitude': 0.0005706021280881638, 'remorse': 0.0005283933908989032}",joy,0.3614048486730705,"{'joy': 0.3614048486730705, 'disgust': 0.2959786594534914, 'anger': 0.2411439639981836, 'anticipation': 0.2354221474379301, 'optimism': 0.18785828786591688, 'sadness': 0.1704871729016304, 'pessimism': 0.1037629993321995, 'surprise': 0.024847042669231694, 'fear': 0.0155887835038205, 'trust': 0.013588109131281575, 'love': 0.004360626509878784}"
The Jewish girl,7,9010,disgust,0.3155951461355601,"{'disgust': 0.3155951461355601, 'fear': 0.23815598631543772, 'neutral': 0.2150195483783526, 'sadness': 0.12939217021422728, 'anger': 0.054455898103437254, 'joy': 0.03392476287470864, 'surprise': 0.013456484103309256}",neutral,0.6478815461908068,"{'neutral': 0.6478815461908068, 'sadness': 0.22491860456232513, 'approval': 0.053937808743544986, 'disappointment': 0.045761320307584744, 'realization': 0.027747659544859613, 'caring': 0.02436101040802896, 'admiration': 0.017637721096564616, 'disapproval': 0.013571850256994367, 'curiosity': 0.010675199205122356, 'annoyance': 0.009114900404321296, 'optimism': 0.008219233946874738, 'grief': 0.007408878279550534, 'love': 0.005906007360733513, 'confusion': 0.005306157200331134, 'nervousness': 0.004686957428930327, 'fear': 0.004436723688351256, 'desire': 0.003921465698762664, 'remorse': 0.003429950406176171, 'relief': 0.0027490963111631572, 'joy': 0.00261982372363231, 'anger': 0.0023996439579475138, 'excitement': 0.0019308212795294821, 'disgust': 0.0016665076171713217, 'surprise': 0.0016236583053666567, 'embarrassment': 0.001287633104116789, 'pride': 0.0011620559546697354, 'gratitude': 0.001105363547269787, 'amusement': 0.000779484589916787}",optimism,0.564770730478423,"{'optimism': 0.564770730478423, 'joy': 0.34651331337434904, 'anticipation': 0.3111216351389885, 'sadness': 0.24221969355962106, 'trust': 0.17479676673454897, 'pessimism': 0.04418436198362282, 'love': 0.03607898418392454, 'fear': 0.025707146352423087, 'surprise': 0.025208276696503162, 'disgust': 0.013754827968244041, 'anger': 0.006113215482660702}"
The Nightingale,13,19449,disgust,0.21575890984744406,"{'disgust': 0.21575890984744406, 'neutral': 0.2126684054159201, 'surprise': 0.20262487032092535, 'joy': 0.1464547004479055, 'sadness': 0.10272282749736825, 'fear': 0.08525425396286525, 'anger': 0.03451603455827213}",neutral,0.3590084004860658,"{'neutral': 0.3590084004860658, 'admiration': 0.21527354720120245, 'approval': 0.06570167266405545, 'love': 0.06444564840953368, 'surprise': 0.0555902862509426, 'gratitude': 0.04879376138650024, 'curiosity': 0.04442251807687661, 'amusement': 0.02904137903197597, 'excitement': 0.028239915066828523, 'disappointment': 0.027106634529235844, 'caring': 0.025590130750340626, 'sadness': 0.022057428776931304, 'realization': 0.021005124587995503, 'joy': 0.01979264052799688, 'confusion': 0.017866102624863673, 'annoyance': 0.014421834861143278, 'disapproval': 0.01310354787319039, 'optimism': 0.012320815854204388, 'desire': 0.011028753674159257, 'pride': 0.0036681489660762823, 'relief': 0.0034823942965326402, 'fear': 0.002356965605241175, 'embarrassment': 0.0023452212716130395, 'nervousness': 0.0020398931855407474, 'disgust': 0.0019451410335022956, 'anger': 0.0017153924787775255, 'grief': 0.00170131365974577, 'remorse': 0.0009368683654779139}",joy,0.8504103215841147,"{'joy': 0.8504103215841147, 'optimism': 0.4161199824168132, 'anticipation': 0.23460445553064346, 'surprise': 0.10908919716110596, 'love': 0.08956043581621578, 'sadness': 0.048873979634103865, 'trust': 0.04515550894519457, 'disgust': 0.020990800918438114, 'fear': 0.018076924786258202, 'pessimism': 0.013243495379216395, 'anger': 0.010185968435297791}"
The Phoenix bird,4,2715,disgust,0.30694855749607086,"{'disgust': 0.30694855749607086, 'sadness': 0.25861728424206376, 'anger': 0.16381147224456072, 'neutral': 0.11611335165798664, 'fear': 0.0724140452221036, 'surprise': 0.04143244191072881, 'joy': 0.040662846993654966}",neutral,0.867589995265007,"{'neutral': 0.867589995265007, 'approval': 0.028249536640942097, 'disappointment': 0.027251168037764728, 'sadness': 0.0240301497397013, 'realization': 0.023676257580518723, 'curiosity': 0.01969512869254686, 'admiration': 0.01745115511585027, 'confusion': 0.016018714202800766, 'annoyance': 0.007846032094676048, 'disapproval': 0.005603285215329379, 'surprise': 0.0027482356526888907, 'optimism': 0.0027410018374212086, 'joy': 0.0027001533890143037, 'love': 0.0023545182775706053, 'disgust': 0.0023498353839386255, 'excitement': 0.0021171452244743705, 'embarrassment': 0.0017595047829672694, 'grief': 0.0016257154784398153, 'fear': 0.0016144612163770944, 'amusement': 0.0015263918176060542, 'relief': 0.0014139403792796656, 'desire': 0.0014118459075689316, 'caring': 0.0013925277162343264, 'remorse': 0.0010990000300807878, 'anger': 0.0010823517077369615, 'gratitude': 0.0009386080419062637, 'pride': 0.0008464536076644436, 'nervousness': 0.0007751476805424318}",joy,0.6349279433488846,"{'joy': 0.6349279433488846, 'optimism': 0.15824969857931137, 'anticipation': 0.1544895265251398, 'sadness': 0.05578398273792118, 'surprise': 0.04149403143674135, 'trust': 0.023922597989439964, 'love': 0.02360110403969884, 'pessimism': 0.021037709899246693, 'disgust': 0.014702604850754142, 'fear': 0.012640852713957429, 'anger': 0.0059404943604022264}"
The Tallow Candle,4,3560,sadness,0.4739241860806942,"{'sadness': 0.4739241860806942, 'neutral': 0.35269936034455895, 'joy': 0.13844007201259956, 'disgust': 0.014888918027281761, 'surprise': 0.01077720511239022, 'anger': 0.00756822619587183, 'fear': 0.001702024499536492}",neutral,0.2916754148900509,"{'neutral': 0.2916754148900509, 'disappointment': 0.27438332117162645, 'sadness': 0.19346259227313567, 'admiration': 0.1912050571409054, 'approval': 0.16285779606550932, 'realization': 0.0340433856472373, 'annoyance': 0.02997804479673505, 'disapproval': 0.010855987085960805, 'pride': 0.008948899150709622, 'optimism': 0.00877060613129288, 'joy': 0.00875588069902733, 'caring': 0.007032393477857113, 'gratitude': 0.00581679157767212, 'relief': 0.005077142792288214, 'nervousness': 0.004880738219071645, 'excitement': 0.004247090459102765, 'confusion': 0.0035413534787949175, 'grief': 0.0034327794710407034, 'anger': 0.0031919745670165867, 'remorse': 0.002686228741367813, 'embarrassment': 0.002606952388305217, 'curiosity': 0.002563440561061725, 'desire': 0.0025554521125741303, 'love': 0.002536446903832257, 'fear': 0.0024594806891400367, 'surprise': 0.0019669772882480174, 'disgust': 0.0019269011972937733, 'amusement': 0.0006916554411873221}",joy,0.6286094710230827,"{'joy': 0.6286094710230827, 'optimism': 0.5269868895411491, 'sadness': 0.24780347431078553, 'anticipation': 0.1615387387573719, 'love': 0.1374319364549592, 'trust': 0.08622629521414638, 'pessimism': 0.06547895132098347, 'disgust': 0.02904291986487806, 'surprise': 0.027702101273462176, 'anger': 0.008260725473519415, 'fear': 0.00522970367455855}"
"The Will-o'-the-Wisps are in town, says the Moor-woman",16,24707,disgust,0.2556592276087031,"{'disgust': 0.2556592276087031, 'anger': 0.24910786881810054, 'neutral': 0.1876553581096232, 'sadness': 0.10997607989702374, 'fear': 0.10155840747756884, 'surprise': 0.07680056133540347, 'joy': 0.019242487105657347}",neutral,0.574807028984651,"{'neutral': 0.574807028984651, 'caring': 0.11152607930853264, 'approval': 0.08852742740418762, 'curiosity': 0.08002747487807937, 'confusion': 0.05404950943920994, 'admiration': 0.03126360808892059, 'disappointment': 0.022483360568003263, 'realization': 0.021894243953283876, 'annoyance': 0.01882284553721547, 'disapproval': 0.015776067331898957, 'optimism': 0.015129581821383908, 'sadness': 0.009750523655384313, 'surprise': 0.008032306455788785, 'excitement': 0.006470339856605278, 'fear': 0.006348807852191385, 'joy': 0.004505611996137304, 'nervousness': 0.0031465084521187237, 'gratitude': 0.002782601681246888, 'relief': 0.0026499767300265376, 'anger': 0.002259414326545084, 'love': 0.002154743474420684, 'desire': 0.002097560733091086, 'amusement': 0.0015866928042669315, 'disgust': 0.0013720893002755474, 'embarrassment': 0.0010698166024667444, 'grief': 0.001001304066448938, 'remorse': 0.0009515571146039292, 'pride': 0.0007686711060159723}",joy,0.4503466330934316,"{'joy': 0.4503466330934316, 'anticipation': 0.35728388000279665, 'optimism': 0.23182269732933491, 'disgust': 0.07586816680850461, 'sadness': 0.07495761860627681, 'surprise': 0.06100588454864919, 'trust': 0.050472587114199996, 'anger': 0.03688536849222146, 'pessimism': 0.028836882120231166, 'fear': 0.02211349500430515, 'love': 0.016135577963723335}"
The angel,5,5112,disgust,0.4220798689872026,"{'disgust': 0.4220798689872026, 'joy': 0.28340109866112473, 'neutral': 0.13536939918994903, 'sadness': 0.10444542057812214, 'anger': 0.033401590026915076, 'fear': 0.0129431891720742, 'surprise': 0.008359448704868554}",neutral,0.41410394608974455,"{'neutral': 0.41410394608974455, 'joy': 0.1633054225705564, 'admiration': 0.14174024276435376, 'sadness': 0.05534195676445961, 'approval': 0.05165569856762886, 'disappointment': 0.02733132503926754, 'curiosity': 0.02578196784015745, 'relief': 0.016144434502348304, 'realization': 0.015914051234722136, 'gratitude': 0.013714403577614576, 'annoyance': 0.012026192247867584, 'caring': 0.011495674960315228, 'pride': 0.009277484519407153, 'confusion': 0.008399479102808981, 'disapproval': 0.006849075248464942, 'excitement': 0.006756955850869417, 'optimism': 0.004825808107852936, 'grief': 0.0035383986309170724, 'love': 0.003121888660825789, 'nervousness': 0.002607826143503189, 'desire': 0.0025388226611539723, 'amusement': 0.0024685420212335885, 'surprise': 0.0017159255337901413, 'anger': 0.0016019994392991066, 'embarrassment': 0.0015802173875272274, 'remorse': 0.0014633141225203871, 'disgust': 0.0014526118291541934, 'fear': 0.0012821732088923454}",joy,0.8980684518814087,"{'joy': 0.8980684518814087, 'optimism': 0.6404619991779328, 'love': 0.14718809202313424, 'anticipation': 0.10531168133020401, 'sadness': 0.0873233400285244, 'trust': 0.03879797402769327, 'surprise': 0.02347266860306263, 'pessimism': 0.012508731335401535, 'disgust': 0.010027757007628679, 'anger': 0.003976911911740899, 'fear': 0.003946650680154562}"
The beetle,10,15156,disgust,0.3708043985068798,"{'disgust': 0.3708043985068798, 'neutral': 0.2006048144772649, 'anger': 0.1685641729272902, 'joy': 0.13121770028956234, 'surprise': 0.06549484767019749, 'fear': 0.04129086965695024, 'sadness': 0.022023200523108244}",admiration,0.2573234333656728,"{'admiration': 0.2573234333656728, 'joy': 0.18558387458324432, 'neutral': 0.1812053520232439, 'approval': 0.13546045329421758, 'curiosity': 0.09036162465927192, 'disappointment': 0.05559434170136228, 'annoyance': 0.053889411967247725, 'embarrassment': 0.04377802826347761, 'optimism': 0.036410052725113926, 'excitement': 0.030481103621423245, 'realization': 0.01799513348378241, 'confusion': 0.016795668547274545, 'pride': 0.01502913081785664, 'sadness': 0.01390263409120962, 'disapproval': 0.013856740784831345, 'amusement': 0.008559690124820917, 'relief': 0.008351847133599221, 'caring': 0.006535039679147303, 'love': 0.006297012610593811, 'surprise': 0.005966858041938394, 'anger': 0.005746207264019176, 'desire': 0.005132177087944001, 'disgust': 0.003852052183356136, 'nervousness': 0.0038331902003847064, 'remorse': 0.003032822273962665, 'fear': 0.002885392992175184, 'gratitude': 0.0022878746138303542, 'grief': 0.0016430682997452095}",joy,0.8630553469061851,"{'joy': 0.8630553469061851, 'optimism': 0.4381547436118126, 'anticipation': 0.1407331995666027, 'disgust': 0.13728344878181814, 'anger': 0.13136098496615886, 'sadness': 0.08224530480802059, 'love': 0.051737590390257535, 'surprise': 0.04145759902894497, 'trust': 0.021670635929331182, 'pessimism': 0.018854266544803978, 'fear': 0.006279352109413594}"
